title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,new_location,new_continent
"M 6.6 - 60 km SSE of Kirakira, Solomon Islands",6.6,27-11-2007 11:49,3,6,Unknown,0,672,us,280,0.0,26.9,mwc,16.0,-10.95,162.149,Solomon Islands,Oceania
"M 6.5 - 34 km N of Dompu, Indonesia",6.5,25-11-2007 19:53,5,7,Unknown,0,653,us,272,0.0,27.6,mwc,18.0,-8.224,118.467,Indonesia,Asia
"M 6.5 - 28 km NNW of Dompu, Indonesia",6.5,25-11-2007 16:02,7,7,Unknown,0,657,us,353,0.0,27.5,mwc,20.0,-8.292,118.37,Indonesia,Asia
"M 6.8 - 107 km N of Lae, Papua New Guinea",6.8,22-11-2007 08:48,6,6,Unknown,0,722,us,341,0.0,15.9,mwc,53.0,-5.757,147.098,Papua New Guinea,Oceania
"M 6.8 - 30 km E of Macas, Ecuador",6.8,16-11-2007 03:13,7,6,Unknown,0,790,us,649,0.0,27.0,mwc,122.9,-2.312,-77.838,Ecuador,South America
"M 6.8 - 82 km NNE of Antofagasta, Chile",6.8,15-11-2007 15:05,6,7,Unknown,0,716,us,285,0.0,40.1,mwc,26.0,-22.925,-70.237,Chile,South America
"M 7.7 - 36 km ESE of Tocopilla, Chile",7.7,14-11-2007 15:40,8,7,Unknown,0,995,us,610,0.0,22.4,mwc,40.0,-22.247,-69.89,Chile,South America
"M 6.8 - 138 km W of Bengkulu, Indonesia",6.8,24-10-2007 21:02,3,5,Unknown,0,713,us,494,0.0,23.9,mwc,21.0,-3.899,101.02,Indonesia,Asia
"M 6.8 - 70 km N of Te Anau, New Zealand",6.8,15-10-2007 12:29,4,7,Unknown,0,744,us,338,0.0,19.0,mwc,18.0,-44.796,167.553,New Zealand,Oceania
"M 6.8 - 154 km ESE of Kokopo, Papua New Guinea",6.8,26-09-2007 12:36,4,5,Unknown,0,713,us,348,0.0,15.5,mwc,40.0,-4.99,153.5,Papua New Guinea,Oceania
"M 6.7 - 118 km SSW of Padang, Indonesia",6.7,20-09-2007 08:31,3,5,Unknown,0,696,us,503,0.0,26.9,mwc,30.0,-1.999,100.141,Indonesia,Asia
"M 7.0 - 153 km SSW of Padang, Indonesia",7.0,13-09-2007 03:35,4,7,Unknown,0,768,us,537,0.0,23.1,mwc,22.0,-2.13,99.627,Indonesia,Asia
"M 6.5 - Kepulauan Mentawai region, Indonesia",6.5,13-09-2007 02:30,0,5,Unknown,0,650,us,409,0.0,26.2,mwc,28.9,-1.689,99.668,Indonesia,Asia
"M 7.9 - 87 km SW of Sungai Penuh, Indonesia",7.9,12-09-2007 23:49,8,7,Unknown,0,1133,us,446,0.0,29.1,mwc,35.0,-2.625,100.841,Indonesia,Asia
"M 7.8 - 148 km WSW of Sungai Penuh, Indonesia",7.8,12-09-2007 23:49,7,8,Unknown,0,1152,duputel,0,0.0,0.0,mww,40.5,-2.52,100.139,Indonesia,Asia
"M 8.4 - 122 km SW of Bengkulu, Indonesia",8.4,12-09-2007 11:10,0,6,Unknown,0,1086,official,411,0.0,32.3,mww,34.0,-4.438,101.367,Indonesia,Asia
"M 6.8 - 39 km WNW of Timbiquí, Colombia",6.8,10-09-2007 01:49,5,6,Unknown,0,747,us,653,0.0,17.6,mwc,15.0,2.966,-77.963,Colombia,South America
"M 7.2 - 97 km S of Lata, Solomon Islands",7.2,02-09-2007 01:05,0,5,Unknown,0,798,us,312,0.0,21.3,mwc,35.0,-11.61,165.762,Solomon Islands,Oceania
"M 6.5 - 31 km WSW of Malango, Solomon Islands",6.5,16-08-2007 08:39,5,6,Unknown,0,675,us,382,0.0,12.8,mwc,15.0,-9.834,159.465,Solomon Islands,Oceania
"M 8.0 - 41 km SW of San Vicente de Cañete, Peru",8.0,15-08-2007 23:40,9,8,Unknown,0,1385,us,625,0.0,25.7,mwc,39.0,-13.386,-76.603,Peru,South America
"M 7.5 - 35 km NNE of Rengasdengklok, Indonesia",7.5,08-08-2007 17:05,0,5,Unknown,0,865,us,228,0.0,30.7,mwc,280.0,-5.859,107.419,Indonesia,Asia
"M 7.2 - 56 km E of Luganville, Vanuatu",7.2,01-08-2007 17:08,7,7,Unknown,0,803,us,494,0.0,20.4,mwb,120.0,-15.595,167.68,Vanuatu,Oceania
"M 6.9 - 140 km NNW of Tobelo, Indonesia",6.9,26-07-2007 05:40,3,5,Unknown,0,734,us,374,0.0,24.1,mwb,25.0,2.872,127.464,Indonesia,Asia
"M 6.8 - 133 km WNW of Mikuni, Japan",6.8,16-07-2007 14:17,5,4,Unknown,0,779,us,664,0.0,18.2,mwb,350.4,36.808,134.85,Japan,Asia
"M 6.6 - 20 km NNW of Kashiwazaki, Japan",6.6,16-07-2007 01:13,8,8,Unknown,0,831,us,782,0.0,16.7,mwc,12.0,37.535,138.446,Japan,Asia
"M 6.7 - 43 km SSE of Iztapa, Guatemala",6.7,13-06-2007 19:29,6,6,Unknown,0,972,us,468,0.0,37.7,mwc,23.0,13.554,-90.618,Guatemala,North America
"M 6.9 - 113 km SSE of Panguna, Papua New Guinea",6.9,01-04-2007 21:11,0,7,Unknown,0,732,us,305,0.0,15.3,mwc,10.0,-7.306,155.741,Solomon Islands,Oceania
"M 6.6 - 99 km SSE of Panguna, Papua New Guinea",6.6,01-04-2007 20:47,0,7,Unknown,0,670,us,251,0.0,16.0,mb,10.0,-7.169,155.777,Solomon Islands,Oceania
"M 8.1 - 45 km SSE of Gizo, Solomon Islands",8.1,01-04-2007 20:39,9,8,Unknown,0,1025,us,439,0.0,14.7,mwc,24.0,-8.466,157.043,Solomon Islands,Oceania
"M 6.7 - 46 km NW of Nanao, Japan",6.7,25-03-2007 00:41,7,8,Unknown,0,782,us,493,0.0,23.9,mwc,8.0,37.336,136.588,Japan,Asia
"M 7.1 - 119 km S of Isangel, Vanuatu",7.1,25-03-2007 00:40,3,6,Unknown,0,779,us,426,0.0,25.3,mwb,34.0,-20.617,169.357,Vanuatu,Oceania
"M 6.7 - 206 km SSW of Sofifi, Indonesia",6.7,20-02-2007 08:04,0,6,Unknown,0,691,us,253,0.0,40.3,mwc,12.0,-1.034,126.976,Indonesia,Asia
"M 7.5 - 126 km WNW of Ternate, Indonesia",7.5,21-01-2007 11:27,6,5,Unknown,0,874,us,570,0.0,21.6,mwc,22.0,1.065,126.282,Indonesia,Asia
M 8.1 - east of the Kuril Islands,8.1,13-01-2007 04:23,4,5,Unknown,0,1034,us,606,0.0,14.0,mwc,10.0,46.243,154.524,Unknown,Unknown
"M 6.9 - 26 km W of Hengchun, Taiwan",6.9,26-12-2006 12:34,6,7,Unknown,0,798,us,466,0.0,31.6,mwc,10.0,21.974,120.493,Taiwan,Asia
"M 7.1 - 30 km SW of Hengchun, Taiwan",7.1,26-12-2006 12:26,8,7,Unknown,0,1023,us,744,0.0,29.1,mwb,10.0,21.799,120.547,Taiwan,Asia
M 8.3 - Kuril Islands,8.3,15-11-2006 11:14,4,7,Unknown,0,1064,us,576,0.0,20.9,mwc,10.0,46.592,153.266,Russia,Europe
"M 6.6 - 155 km SE of Kimbe, Papua New Guinea",6.6,07-11-2006 17:38,0,6,Unknown,0,670,us,352,0.0,18.6,mwc,11.0,-6.482,151.195,Papua New Guinea,Oceania
"M 6.7 - 52 km SW of San Vicente de Cañete, Peru",6.7,20-10-2006 10:48,5,6,Unknown,0,732,us,444,0.0,53.4,mwc,23.0,-13.457,-76.677,Peru,South America
"M 6.7 - 100 km ESE of Kimbe, Papua New Guinea",6.7,17-10-2006 01:25,5,6,Unknown,0,692,us,533,0.0,15.6,mwc,32.0,-5.881,150.982,Papua New Guinea,Oceania
"M 6.7 - 14 km SW of Puako, Hawaii",6.7,15-10-2006 17:07,8,9,Unknown,0,1481,hv,43,0.0,124.0,md,38.182,19.877,-155.935,United States,North America
"M 6.9 - 201 km ESE of Hihifo, Tonga",6.9,28-09-2006 06:22,3,3,Unknown,0,737,us,702,0.0,20.9,mwc,28.0,-16.592,-172.033,Tonga,Oceania
"M 6.8 - 49 km S of Panguna, Papua New Guinea",6.8,01-09-2006 10:18,0,6,Unknown,0,711,us,459,0.0,28.4,mwb,38.0,-6.759,155.512,Papua New Guinea,Oceania
"M 6.5 - 81 km ESE of Ozernovskiy, Russia",6.5,24-08-2006 21:50,0,6,Unknown,0,650,us,700,0.0,47.4,mwb,43.0,51.148,157.522,Russia,Europe
"M 6.8 - 51 km NE of Norsup, Vanuatu",6.8,07-08-2006 22:18,5,5,Unknown,0,713,us,551,0.0,26.2,mwb,150.0,-15.798,167.789,Vanuatu,Oceania
"M 7.7 - 226 km SSW of Singaparna, Indonesia",7.7,17-07-2006 08:19,7,5,Unknown,0,947,us,357,0.0,36.8,mwc,20.0,-9.284,107.419,Indonesia,Asia
"M 6.5 - 111 km E of Kimbe, Papua New Guinea",6.5,28-05-2006 03:12,0,6,Unknown,0,650,us,477,0.0,20.3,mwc,34.0,-5.724,151.133,Papua New Guinea,Oceania
"M 6.6 - 42 km NNW of Tilichiki, Russia",6.6,22-05-2006 11:12,0,7,Unknown,0,670,us,548,0.0,28.0,mwc,19.0,60.772,165.743,Russia,Europe
"M 6.8 - 256 km SSW of Singkil, Indonesia",6.8,16-05-2006 15:28,4,5,Unknown,0,719,us,701,0.0,16.3,mwb,12.0,0.093,97.05,Indonesia,Asia
"M 8.0 - 47 km SSE of Pangai, Tonga",8.0,03-05-2006 15:26,7,7,Unknown,0,1013,us,626,0.0,20.7,mwc,55.0,-20.187,-174.123,Tonga,Oceania
"M 8.0 - 50 km ESE of Pangai, Tonga",8.0,03-05-2006 15:26,8,9,Unknown,0,1026,duputel,0,0.0,0.0,mww,60.5,-19.99,-173.907,Tonga,Oceania
"M 6.5 - 73 km WNW of Copiapó, Chile",6.5,30-04-2006 21:40,7,7,Unknown,0,653,us,282,0.0,46.3,mwc,12.0,-27.211,-71.056,Chile,South America
"M 6.7 - 78 km WNW of Copiapó, Chile",6.7,30-04-2006 19:17,6,7,Unknown,0,696,us,277,0.0,25.6,mwb,12.0,-27.017,-71.022,Chile,South America
"M 6.6 - 80 km E of Tilichiki, Russia",6.6,29-04-2006 16:58,0,8,Unknown,0,670,us,645,0.0,28.4,mwc,11.0,60.491,167.516,Russia,Europe
"M 7.6 - 80 km NE of Tilichiki, Russia",7.6,20-04-2006 23:25,0,8,Unknown,0,889,us,579,0.0,18.5,mwc,22.0,60.949,167.089,Russia,Europe
"M 6.5 - 130 km NNW of Lautoka, Fiji",6.5,07-04-2006 08:30,3,5,Unknown,0,654,us,247,0.0,25.5,mwc,14.0,-16.527,176.989,Fiji,Oceania
"M 6.7 - 108 km W of Ambon, Indonesia",6.7,14-03-2006 06:57,0,7,Unknown,0,691,us,306,0.0,21.3,mwb,30.1,-3.595,127.214,Indonesia,Asia
"M 7.0 - 160 km SE of Chipinge, Zimbabwe",7.0,22-02-2006 22:19,5,9,Unknown,0,891,us,412,0.0,23.2,mwb,11.0,-21.324,33.583,Mozambique,Africa
"M 6.7 - 26 km NE of Kýthira, Greece",6.7,08-01-2006 11:34,7,6,Unknown,0,934,us,769,0.0,19.7,mwb,66.0,36.311,23.212,Greece,Europe
"M 6.6 - 75 km SSW of Bahía de Kino, Mexico",6.6,04-01-2006 08:32,7,6,Unknown,0,703,us,323,0.0,48.2,mwc,14.0,28.164,-112.117,Mexico,North America
"M 6.5 - 53 km SW of Ashk?sham, Afghanistan",6.5,12-12-2005 21:47,6,5,Unknown,0,721,us,529,0.0,20.5,mwb,224.6,36.357,71.093,Afghanistan,Asia
"M 6.8 - 76 km ESE of Kalemie, Democratic Republic of the Congo",6.8,05-12-2005 12:19,5,7,Unknown,0,744,us,561,0.0,20.0,mwc,22.0,-6.224,29.83,Tanzania,Africa
"M 6.5 - 80 km ESE of Ishinomaki, Japan",6.5,02-12-2005 13:13,4,5,Unknown,0,683,us,464,0.0,48.8,mwc,29.0,38.089,142.122,Japan,Asia
"M 6.5 - 57 km SE of Sinabang, Indonesia",6.5,19-11-2005 14:10,3,6,Unknown,0,651,us,358,0.0,20.7,mwb,21.0,2.164,96.786,Indonesia,Asia
"M 6.8 - 68 km NNE of San Pedro de Atacama, Chile",6.8,17-11-2005 19:26,0,6,Unknown,0,711,us,509,0.0,30.1,mwb,147.0,-22.361,-67.895,Bolivia,South America
"M 7.6 - 21 km NNE of Muzaffar?b?d, Pakistan",7.6,08-10-2005 03:50,9,9,Unknown,0,1267,us,724,0.0,21.1,mwc,26.0,34.539,73.588,Pakistan,Asia
"M 6.6 - 129 km SSW of Kokopo, Papua New Guinea",6.6,29-09-2005 15:50,0,6,Unknown,0,670,us,402,0.0,17.7,mwc,25.0,-5.437,151.84,Papua New Guinea,Oceania
"M 7.5 - 39 km NW of Yurimaguas, Peru",7.5,26-09-2005 01:55,8,7,Unknown,0,1018,us,696,0.0,26.2,mwb,115.0,-5.678,-76.398,Peru,South America
"M 7.6 - 135 km E of Kokopo, Papua New Guinea",7.6,09-09-2005 07:26,5,7,Unknown,0,891,us,502,0.0,20.0,mwc,90.0,-4.539,153.474,Papua New Guinea,Oceania
"M 7.2 - 66 km ESE of Ishinomaki, Japan",7.2,16-08-2005 02:46,7,7,Unknown,0,1104,us,698,0.0,19.6,mwc,36.0,38.276,142.039,Japan,Asia
"M 7.2 - Nicobar Islands, India region",7.2,24-07-2005 15:42,4,5,Unknown,0,808,us,636,0.0,26.4,mwc,16.0,7.92,92.19,India,Asia
"M 6.7 - 94 km WSW of Singkil, Indonesia",6.7,05-07-2005 01:52,3,6,Unknown,0,693,us,398,0.0,22.3,mwc,21.0,1.819,97.082,Indonesia,Asia
"M 6.6 - 32 km W of San Juan del Sur, Nicaragua",6.6,02-07-2005 02:16,6,5,Unknown,0,719,us,446,0.0,21.1,mwc,27.0,11.245,-86.172,Nicaragua,North America
"M 7.2 - 153 km W of Big Lagoon, California",7.2,15-06-2005 02:50,5,4,Unknown,0,1318,us,420,0.0,31.4,mwc,16.0,41.292,-125.953,United States,North America
"M 7.8 - 102 km ENE of Iquique, Chile",7.8,13-06-2005 22:44,8,7,Unknown,0,1020,us,714,0.0,16.1,mwb,115.6,-19.987,-69.197,Chile,South America
"M 6.9 - 89 km WSW of Singkil, Indonesia",6.9,19-05-2005 01:54,5,7,Unknown,0,740,us,635,0.0,26.0,mwc,30.0,1.989,97.041,Indonesia,Asia
"M 6.7 - 125 km SW of Padangsidempuan, Indonesia",6.7,14-05-2005 05:05,6,5,Unknown,0,731,us,695,0.0,20.9,mwb,34.0,0.587,98.459,Indonesia,Asia
"M 6.5 - 106 km SW of Padang, Indonesia",6.5,10-04-2005 11:14,3,6,Unknown,0,657,us,478,0.0,21.2,mwc,30.0,-1.714,99.779,Indonesia,Asia
"M 6.7 - 113 km SW of Padang, Indonesia",6.7,10-04-2005 10:29,5,6,Unknown,0,717,us,656,0.0,21.2,mwc,19.0,-1.644,99.607,Indonesia,Asia
"M 8.6 - 78 km WSW of Singkil, Indonesia",8.6,28-03-2005 16:09,0,8,Unknown,0,1138,official,510,0.0,22.1,mww,30.0,2.085,97.108,Indonesia,Asia
"M 6.6 - 28 km NNW of Maebaru-ch??, Japan",6.6,20-03-2005 01:53,8,7,Unknown,0,805,us,401,0.0,22.9,mwc,10.0,33.807,130.131,Japan,Asia
M 7.1 - Banda Sea,7.1,02-03-2005 10:42,0,5,Unknown,0,776,us,569,0.0,18.1,mwb,201.7,-6.527,129.933,Indonesia,Asia
"M 6.8 - 99 km WNW of Sinabang, Indonesia",6.8,26-02-2005 12:56,0,6,Unknown,0,711,us,444,0.0,33.8,mwb,36.0,2.908,95.592,Indonesia,Asia
"M 6.5 - 81 km SSW of Katabu, Indonesia",6.5,19-02-2005 00:04,0,7,Unknown,0,650,us,371,0.0,31.8,mwb,10.0,-5.562,122.129,Indonesia,Asia
"M 6.5 - Pulau-Pulau Talaud, Indonesia",6.5,15-02-2005 14:42,3,5,Unknown,0,652,us,286,0.0,47.3,mwc,39.7,4.756,126.421,Indonesia,Asia
"M 6.7 - 52 km SW of Sola, Vanuatu",6.7,08-02-2005 14:48,0,4,Unknown,0,691,us,457,0.0,30.2,mwb,206.3,-14.252,167.259,Vanuatu,Oceania
"M 7.1 - 138 km SW of Palimbang, Philippines",7.1,05-02-2005 12:23,7,3,Unknown,0,782,us,640,0.0,26.4,mwc,525.0,5.293,123.337,Philippines,Asia
"M 6.6 - 161 km SE of Katsuura, Japan",6.6,19-01-2005 06:11,6,4,Unknown,0,676,us,225,0.0,78.5,mwc,27.8,34.064,141.491,Japan,Asia
"M 6.6 - Nicobar Islands, India region",6.6,26-12-2004 09:20,0,5,Unknown,0,670,us,353,0.0,31.9,mwc,16.1,8.879,92.375,India,Asia
"M 7.2 - 284 km WNW of Sabang, Indonesia",7.2,26-12-2004 04:21,5,6,Unknown,0,802,us,385,0.0,27.9,mwc,39.2,6.91,92.958,Indonesia,Asia
M 9.1 - 2004 Sumatra - Andaman Islands Earthquake,9.1,26-12-2004 00:58,0,8,Unknown,0,1274,official,601,0.0,22.0,mw,30.0,3.295,95.982,Indonesia,Asia
M 8.1 - north of Macquarie Island,8.1,23-12-2004 14:59,0,5,Unknown,0,1009,us,331,0.0,59.3,mwc,10.0,-49.312,161.345,Unknown,Unknown
"M 6.8 - 36 km S of George Town, Cayman Islands",6.8,14-12-2004 23:20,5,6,Unknown,0,858,us,639,0.0,21.8,mwb,10.0,18.958,-81.409,Cayman Islands,North America
"M 6.8 - 54 km SSW of Nemuro, Japan",6.8,06-12-2004 14:15,4,7,Unknown,0,724,us,759,0.0,23.6,mwb,35.0,42.9,145.228,Japan,Asia
"M 7.0 - 51 km SW of Nemuro, Japan",7.0,28-11-2004 18:32,4,7,Unknown,0,771,us,929,0.0,23.9,mwb,39.0,43.006,145.119,Japan,Asia
"M 7.1 - 29 km SSW of Nabire, Indonesia",7.1,26-11-2004 02:25,0,7,Unknown,0,776,us,439,0.0,28.8,mwc,10.0,-3.609,135.404,Indonesia,Asia
"M 7.1 - 255 km W of Riverton, New Zealand",7.1,22-11-2004 20:26,5,5,Unknown,0,782,us,585,0.0,14.7,mwc,10.0,-46.676,164.721,New Zealand,Oceania
"M 7.2 - 32 km SSW of Pizarro, Colombia",7.2,15-11-2004 09:06,8,8,Unknown,0,820,us,708,0.0,50.2,mwb,15.0,4.695,-77.508,Colombia,South America
"M 7.5 - 63 km NW of Maubara, Timor Leste",7.5,11-11-2004 21:26,5,7,Unknown,0,870,us,301,0.0,33.8,mwc,10.0,-8.152,124.868,Indonesia,Asia
"M 6.7 - 80 km SSE of Kirakira, Solomon Islands",6.7,11-11-2004 17:34,0,6,Unknown,0,691,us,233,0.0,21.5,mwb,10.0,-11.128,162.208,Solomon Islands,Oceania
"M 6.7 - 189 km SW of Port McNeill, Canada",6.7,02-11-2004 10:02,7,4,Unknown,0,703,us,459,0.0,37.3,mwb,10.0,49.277,-128.772,Canada,North America
"M 6.6 - 8 km SSW of Ojiya, Japan",6.6,23-10-2004 08:56,0,8,Unknown,0,670,us,782,0.0,37.0,mwc,16.0,37.226,138.779,Japan,Asia
"M 6.7 - 31 km WNW of Yonakuni, Japan",6.7,15-10-2004 04:08,5,6,Unknown,0,705,us,698,0.0,24.7,mwb,94.0,24.53,122.694,Japan,Asia
"M 7.0 - 43 km SSW of Masachapa, Nicaragua",7.0,09-10-2004 21:26,0,6,Unknown,0,754,us,441,0.0,32.2,mwc,35.0,11.422,-86.665,Nicaragua,North America
"M 6.5 - 9 km W of Talisay, Philippines",6.5,08-10-2004 14:36,5,5,Unknown,0,665,us,526,0.0,18.3,mwb,105.0,13.925,120.534,Philippines,Asia
"M 6.8 - 60 km SSE of Kirakira, Solomon Islands",6.8,08-10-2004 08:27,0,6,Unknown,0,711,us,545,0.0,15.7,mwb,36.0,-10.951,162.161,Solomon Islands,Oceania
"M 6.6 - 129 km ESE of Shing?, Japan",6.6,06-09-2004 23:29,0,4,Unknown,0,670,us,478,0.0,29.8,mwc,10.0,33.205,137.227,Japan,Asia
"M 7.4 - 118 km ESE of Shing?, Japan",7.4,05-09-2004 14:57,0,5,Unknown,0,842,us,594,0.0,27.5,mwb,10.0,33.184,137.071,Japan,Asia
"M 7.2 - 94 km SE of Shing?, Japan",7.2,05-09-2004 10:07,0,5,Unknown,0,798,us,643,0.0,28.4,mwc,14.0,33.07,136.618,Japan,Asia
"M 6.5 - 67 km ESE of Teno, Chile",6.5,28-08-2004 13:41,0,7,Unknown,0,650,us,349,0.0,30.1,mwb,5.0,-35.173,-70.525,Chile,South America
"M 6.5 - 117 km WNW of Manokwari, Indonesia",6.5,28-07-2004 03:56,0,7,Unknown,0,650,us,305,0.0,39.0,mwc,13.4,-0.443,133.091,Indonesia,Asia
"M 6.9 - 24 km ENE of Atlasovo, Russia",6.9,10-06-2004 15:19,0,5,Unknown,0,732,us,798,0.0,31.2,mwb,188.6,55.682,160.003,Russia,Europe
"M 6.6 - 11 km N of Cañete, Chile",6.6,03-05-2004 04:36,0,7,Unknown,0,670,us,282,0.0,46.9,mwb,21.0,-37.695,-73.406,Chile,South America
"M 6.7 - 105 km WNW of Naisano Dua, Indonesia",6.7,23-04-2004 01:50,0,5,Unknown,0,691,us,386,0.0,27.6,mwb,65.8,-9.362,122.839,Indonesia,Asia
"M 6.5 - 86 km NNW of Sola, Vanuatu",6.5,09-04-2004 15:23,0,4,Unknown,0,650,us,424,0.0,29.9,mwb,228.4,-13.174,167.198,Vanuatu,Oceania
M 6.6 - Afghanistan-Tajikistan-Pakistan region,6.6,05-04-2004 21:24,0,4,Unknown,0,670,us,728,0.0,18.3,mwb,187.1,36.512,71.029,Afghanistan,Asia
"M 6.7 - 38 km SSW of Nabire, Indonesia",6.7,08-02-2004 08:58,0,7,Unknown,0,691,us,256,0.0,33.3,mwc,25.7,-3.665,135.339,Indonesia,Asia
"M 7.3 - Near the south coast of Papua, Indonesia",7.3,07-02-2004 02:42,0,7,Unknown,0,820,us,390,0.0,23.0,mwb,10.0,-4.003,135.023,Indonesia,Asia
"M 7.0 - 28 km S of Nabire, Indonesia",7.0,05-02-2004 21:05,0,7,Unknown,0,754,us,367,0.0,33.0,mwc,16.6,-3.615,135.538,Indonesia,Asia
"M 6.7 - 107 km NW of Ambon, Indonesia",6.7,28-01-2004 22:15,0,6,Unknown,0,691,us,243,0.0,42.5,mwb,17.4,-3.12,127.4,Indonesia,Asia
"M 7.3 - 201 km ESE of Tadine, New Caledonia",7.3,27-12-2003 16:00,0,4,Unknown,0,820,us,235,0.0,46.6,mwc,10.0,-22.015,169.766,New Caledonia,Oceania
"M 6.6 - 13 km SSW of Bam, Iran",6.6,26-12-2003 01:56,0,9,Unknown,0,670,us,552,0.0,44.8,mwc,10.0,28.995,58.311,Iran,Asia
"M 6.5 - 3 km SSE of Progreso, Panama",6.5,25-12-2003 07:11,0,6,Unknown,0,650,us,405,0.0,48.4,mwb,33.0,8.416,-82.824,Panama,North America
"M 6.5 - 10 km NE of San Simeon, California",6.5,22-12-2003 19:15,7,9,Unknown,0,1390,nc,65,0.04685,71.0,mw,8.382,35.7005,-121.101,United States,North America
"M 6.8 - 92 km E of Yujing, Taiwan",6.8,10-12-2003 04:38,0,7,Unknown,0,711,us,447,0.0,27.7,mwb,10.0,23.039,121.362,Taiwan,Asia
"M 6.6 - 82 km E of Kimbe, Papua New Guinea",6.6,25-11-2003 20:19,0,6,Unknown,0,670,us,384,0.0,25.1,mwb,35.0,-5.581,150.88,Papua New Guinea,Oceania
"M 6.5 - 4 km NW of Can-Avid, Philippines",6.5,18-11-2003 17:14,0,6,Unknown,0,650,us,487,0.0,45.9,mwb,35.0,12.025,125.416,Philippines,Asia
"M 6.6 - 51 km NW of Isangel, Vanuatu",6.6,06-11-2003 10:38,0,5,Unknown,0,670,us,475,0.0,26.2,mwb,113.7,-19.262,168.892,Vanuatu,Oceania
"M 7.0 - 133 km ESE of Ishinomaki, Japan",7.0,31-10-2003 01:06,0,5,Unknown,0,754,us,568,0.0,61.2,mwb,10.0,37.812,142.619,Japan,Asia
"M 6.7 - 39 km SSE of Kushiro, Japan",6.7,08-10-2003 09:06,0,6,Unknown,0,691,us,556,0.0,55.4,mwc,32.0,42.648,144.57,Japan,Asia
"M 6.7 - 9 km S of Aktash, Russia",6.7,01-10-2003 01:03,0,7,Unknown,0,691,us,643,0.0,24.5,mwb,10.0,50.211,87.721,Russia,Europe
"M 6.5 - 58 km S of Kushiro, Japan",6.5,29-09-2003 02:36,0,5,Unknown,0,650,us,586,0.0,71.3,mwc,25.0,42.45,144.38,Japan,Asia
"M 7.3 - 29 km S of Aktash, Russia",7.3,27-09-2003 11:33,0,7,Unknown,0,820,us,667,0.0,24.5,mwb,16.0,50.038,87.813,Russia,Europe
"M 7.4 - 119 km ESE of Shizunai-furukawach?, Japan",7.4,25-09-2003 21:08,0,7,Unknown,0,842,us,514,0.0,78.8,mwc,33.0,41.774,143.593,Japan,Asia
"M 8.2 - 134 km SSW of Kushiro, Japan",8.16,25-09-2003 19:50,0,9,Unknown,0,1024,official,0,0.0,0.0,mww,27.0,41.815,143.91,Japan,Asia
"M 6.6 - 16 km SE of Taungdwingyi, Myanmar",6.6,21-09-2003 18:16,0,7,Unknown,0,670,us,518,0.0,24.7,mwb,10.0,19.917,95.672,Myanmar,Asia
"M 7.2 - 56 km NW of Te Anau, New Zealand",7.2,21-08-2003 12:12,0,7,Unknown,0,798,us,428,0.0,17.5,mwc,28.0,-45.104,167.144,New Zealand,Oceania
M 7.6 - Scotia Sea,7.6,04-08-2003 04:37,0,6,Unknown,0,889,us,315,0.0,25.2,mwc,10.0,-60.532,-43.411,Unknown,Unknown
"M 6.5 - 41 km N of Rabaul, Papua New Guinea",6.5,15-07-2003 18:46,0,6,Unknown,0,650,us,156,0.0,31.4,mwb,33.0,-3.828,152.174,Papua New Guinea,Oceania
"M 6.8 - 42 km W of Ovalle, Chile",6.8,20-06-2003 13:30,0,7,Unknown,0,711,us,398,0.0,39.1,mwc,33.0,-30.608,-71.637,Chile,South America
"M 6.9 - 25 km ESE of Atlasovo, Russia",6.9,16-06-2003 22:08,0,5,Unknown,0,732,us,733,0.0,26.7,mwb,174.8,55.492,159.999,Russia,Europe
"M 6.6 - 87 km SSE of Kokopo, Papua New Guinea",6.6,07-06-2003 00:32,0,6,Unknown,0,670,us,419,0.0,27.8,mwc,33.0,-5.095,152.502,Papua New Guinea,Oceania
"M 7.0 - 116 km NE of Tobelo, Indonesia",7.0,26-05-2003 19:23,0,6,Unknown,0,754,us,473,0.0,30.3,mwc,31.0,2.354,128.855,Indonesia,Asia
"M 7.0 - 27 km SSW of ?funato, Japan",7.0,26-05-2003 09:24,0,7,Unknown,0,754,us,690,0.0,19.1,mwb,68.0,38.849,141.568,Japan,Asia
"M 6.8 - 25 km WNW of Dellys, Algeria",6.8,21-05-2003 18:44,0,9,Unknown,0,711,us,534,0.0,19.4,mwc,12.0,36.964,3.634,Algeria,Africa
"M 6.5 - 46 km NE of Ruteng, Indonesia",6.5,25-03-2003 02:53,0,7,Unknown,0,650,us,247,0.0,28.7,mwc,33.0,-8.294,120.743,Indonesia,Asia
"M 6.8 - 114 km ESE of Kokopo, Papua New Guinea",6.8,11-03-2003 07:27,0,7,Unknown,0,711,us,431,0.0,38.4,mwc,40.2,-4.694,153.238,Papua New Guinea,Oceania
"M 7.6 - 16 km SSW of Cuyutlán, Mexico",7.6,22-01-2003 02:06,0,7,Unknown,0,889,us,551,0.0,0.0,mwb,24.0,18.77,-104.104,Mexico,North America
"M 6.5 - 33 km S of Puerto San José, Guatemala",6.5,21-01-2003 02:46,0,6,Unknown,0,650,us,316,0.0,0.0,mwc,24.0,13.626,-90.774,Guatemala,North America
